"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"181",2,"binary",100,100,0.1,0.1,NA,NA,0.1,0.1,0.0498,0.0499,0.0585,NA,NA,"calibrated",0.05
"182",2,"binary",100,100,0.1,0.1,NA,NA,0.1,0.2,0.1648,0.0986,0.1117,NA,NA,"calibrated",0.05
"183",2,"binary",100,100,0.1,0.1,NA,NA,0.1,0.3,0.4697,0.2176,0.2353,NA,NA,"calibrated",0.05
"184",2,"binary",100,100,0.1,0.1,NA,NA,0.1,0.4,0.7949,0.3786,0.3967,NA,NA,"calibrated",0.05
"185",2,"binary",100,100,0.1,0.1,NA,NA,0.1,0.5,0.9552,0.5636,0.5834,NA,NA,"calibrated",0.05
"186",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.0571,NA,NA,"calibrated",0.05
"187",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.2,0.2151,0.1231,0.136,NA,NA,"calibrated",0.05
"188",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.3,0.6157,0.3022,0.321,NA,NA,"calibrated",0.05
"189",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.4,0.9184,0.5304,0.5537,NA,NA,"calibrated",0.05
"190",2,"binary",150,150,0.1,0.1,NA,NA,0.1,0.5,0.9929,0.7331,0.7495,NA,NA,"calibrated",0.05
"191",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.1,0.0499,0.05,0.0557,NA,NA,"calibrated",0.05
"192",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.2,0.2796,0.1556,0.166,NA,NA,"calibrated",0.05
"193",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.3,0.752,0.3914,0.4066,NA,NA,"calibrated",0.05
"194",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.4,0.9726,0.653,0.6681,NA,NA,"calibrated",0.05
"195",2,"binary",200,200,0.1,0.1,NA,NA,0.1,0.5,0.9993,0.8474,0.8566,NA,NA,"calibrated",0.05
"196",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.058,NA,NA,"calibrated",0.05
"197",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.2,0.331,0.1714,0.1892,NA,NA,"calibrated",0.05
"198",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.3,0.831,0.4634,0.489,NA,NA,"calibrated",0.05
"199",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.4,0.991,0.7437,0.7635,NA,NA,"calibrated",0.05
"200",2,"binary",250,250,0.1,0.1,NA,NA,0.1,0.5,0.9999,0.9114,0.9202,NA,NA,"calibrated",0.05
"201",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.053,NA,NA,"calibrated",0.05
"202",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.2,0.3836,0.2071,0.2131,NA,NA,"calibrated",0.05
"203",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.3,0.8955,0.5496,0.5578,NA,NA,"calibrated",0.05
"204",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.4,0.9978,0.8285,0.8318,NA,NA,"calibrated",0.05
"205",2,"binary",300,300,0.1,0.1,NA,NA,0.1,0.5,1,0.9583,0.9603,NA,NA,"calibrated",0.05
"206",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.0547,NA,NA,"calibrated",0.05
"207",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.2,0.4276,0.2329,0.2455,NA,NA,"calibrated",0.05
"208",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.3,0.9294,0.6028,0.6214,NA,NA,"calibrated",0.05
"209",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.4,0.9996,0.8742,0.8816,NA,NA,"calibrated",0.05
"210",2,"binary",350,350,0.1,0.1,NA,NA,0.1,0.5,1,0.9768,0.9788,NA,NA,"calibrated",0.05
